index,nfd-1-cps,nfd-1-cr,rr-active-state,rr-position,ss1-active-state,ss1-position,ss2-active-state,ss2-position
4519,12252.8213,-3.3206,-1,4.8533,-1,56.349,-1,40.5619
4520,11716.6104,-3.3211,-1,4.1415,-1,56.1557,-1,40.3805
4521,11189.7129,-3.3223,-1,3.4327,-1,55.7248,-1,40.2123
4522,10616.8799,-3.3228,-1,2.6721,-1,55.8102,-1,40.0244
4523,10117.8906,-3.3222,-1,1.9589,-1,55.5081,-1,39.8465
4524,9633.7822,-3.3232,-1,1.0807,-1,55.4266,-1,39.6345
4525,9155.1035,-3.3235,-1,0.4565,-1,55.2586,-1,39.4768
4526,8708.2246,-3.3227,-1,-0.1297,-1,55.0657,-1,39.2866
4527,8367.5391,-3.3211,-1,-0.159,-1,54.8931,-1,39.0936
4528,7995.7588,-3.3221,-1,-0.1583,-1,54.6957,-1,38.9119
4529,7690.2793,-3.3221,-1,-0.1584,-1,54.5298,-1,38.72
4530,7351.707,-3.3235,-1,-0.1588,-1,54.2568,-1,38.5347
4531,7032.856,-3.3221,-1,-0.159,-1,54.0704,-1,38.3665
4532,6697.7441,-3.3207,-1,-0.1589,-1,53.9225,-1,38.1737
4533,6455.2813,-3.3219,-1,-0.1586,-1,53.7994,-1,37.994
4534,6207.7441,-3.3207,-1,-0.1586,-1,53.6188,-1,37.7808
4535,6174.0977,-3.3213,-1,-0.1588,-1,53.423,-1,37.6194
4536,5840.4312,-3.3231,-1,-0.1587,-1,53.1657,-1,37.4238
4537,5539.7324,-3.3222,-1,-0.1584,-1,53.0686,-1,37.2103
4538,5256.4629,-3.3219,-1,-0.1585,-1,52.8903,-1,37.0466
4539,5052.9814,-3.3205,-1,-0.1586,-1,52.7148,-1,36.8557
4540,4822.4248,-3.3224,-1,-0.1589,-1,52.4863,-1,36.6348
4541,4608.4429,-3.3231,-1,-0.1587,-1,52.3219,-1,36.501
4542,4385.9688,-3.322,-1,-0.1584,-1,52.1371,-1,36.3061
4543,4205.8169,-3.3223,-1,-0.159,-1,51.9825,-1,36.1242
4544,4038.2876,-3.3212,-1,-0.1587,-1,51.7935,-1,35.9337
4545,3840.2429,-3.3209,-1,-0.1586,-1,51.5955,-1,35.7525
4546,3695.3865,-3.3223,-1,-0.1584,-1,51.3851,-1,35.5632
4547,3529.5046,-3.3218,-1,-0.1586,-1,51.1135,-1,35.331
4548,3357.7661,-3.3225,-1,-0.1589,-1,50.9568,-1,35.1666
4549,3272.5562,-3.3218,-1,-0.1585,-1,50.7468,-1,34.9922
4550,3164.5066,-3.3209,-1,-0.1586,-1,50.5919,-1,34.8038
4551,3034.8091,-3.321,-1,-0.1588,-1,50.3658,-1,34.6363
4552,2891.0352,-3.3215,-1,-0.1588,-1,50.0685,-1,34.4548
4553,2771.2256,-3.3236,-1,-0.1586,-1,49.9251,-1,34.272
4554,2674.3533,-3.3222,-1,-0.1584,-1,49.8746,-1,34.0447
4555,2531.6228,-3.3225,-1,-0.1586,-1,49.7221,-1,33.8939
4556,2450.1946,-3.3219,-1,-0.1588,-1,49.5464,-1,33.7176
4557,2360.7019,-3.3206,-1,-0.1586,-1,49.3466,-1,33.5268
4558,2268.9158,-3.3224,-1,-0.1588,-1,49.1398,-1,33.331
4559,2183.7324,-3.3227,-1,-0.1587,-1,48.9595,-1,33.1414
4560,2094.2378,-3.3234,-1,-0.1583,-1,48.7813,-1,32.9721
4561,2005.7827,-3.3221,-1,-0.1588,-1,48.6302,-1,32.8075
4562,1890.3898,-3.3206,-1,-0.1588,-1,48.3891,-1,32.6258
4563,1805.5348,-3.3226,-1,-0.1587,-1,48.2703,-1,32.4489
4564,1720.3047,-3.3227,-1,-0.1585,-1,48.0603,-1,32.2222
4565,1644.2303,-3.3232,0,-0.1586,0,47.9902,0,32.1315
4566,1567.4468,-3.3232,0,-0.1587,0,47.9893,0,32.1294
4567,1505.9471,-3.3223,0,-0.1586,0,47.9894,0,32.1298
4568,1448.1616,-3.3209,0,-0.1587,0,47.9888,0,32.1299
4569,1394.4716,-3.3212,0,-0.1586,0,47.989,0,32.1296
4570,1342.1677,-3.3223,0,-0.159,0,47.9887,0,32.1295
4571,1286.2405,-3.323,0,-0.1587,0,47.9897,0,32.1302
4572,1229.0001,-3.3225,0,-0.1583,0,47.9899,0,32.1303
4573,1188.9869,-3.3217,0,-0.1585,0,47.9897,0,32.1302
4574,1146.84,-3.3214,0,-0.1585,0,47.9889,0,32.1299
4575,1103.9137,-3.321,0,-0.1588,0,47.9884,0,32.1295
4576,1060.4161,-3.3223,0,-0.1585,0,47.9891,0,32.1301
4577,1032.9344,-3.3213,0,-0.1584,0,47.9892,0,32.1301
4578,1004.2695,-3.3221,0,-0.1587,0,47.9893,0,32.1302
4579,975.2106,-3.3228,0,-0.1589,0,47.9894,0,32.1301
4580,950.4509,-3.3233,0,-0.159,0,47.9888,0,32.1301
4581,924.6813,-3.3224,0,-0.1586,0,47.9888,0,32.1299
4582,896.2203,-3.3206,0,-0.1585,0,47.9886,0,32.1296
4583,876.4321,-3.3225,0,-0.1584,0,47.9896,0,32.1302
4584,852.8753,-3.2828,0,-0.1585,0,47.9896,0,32.1303
4585,830.9593,-3.1966,0,-0.1587,0,47.9895,0,32.1301
4586,807.2775,-3.0759,0,-0.1587,0,47.9893,0,32.1302
4587,795.1772,-3.0209,0,-0.1586,0,47.9888,0,32.1299
4588,773.6229,-2.953,0,-0.1584,0,47.9892,0,32.1308
4589,756.7316,-2.9132,0,-0.1585,0,47.989,0,32.1299
4590,738.619,-2.8965,0,-0.1588,0,47.9894,0,32.1301
4591,715.765,-2.9184,0,-0.1589,0,47.9897,0,32.1299
4592,700.5936,-2.7907,0,-0.1587,0,47.9892,0,32.1304
4593,683.7252,-2.7497,0,-0.1589,0,47.9888,0,32.1298
4594,674.6471,-2.6352,0,-0.1587,0,47.9885,0,32.1298
4595,652.9035,-2.6286,0,-0.1584,0,47.9886,0,32.1299
4596,642.3322,-2.4714,0,-0.1585,0,47.9888,0,32.13
4597,636.4003,-2.3283,0,-0.1586,0,47.99,0,32.1308
4598,631.1345,-2.0984,0,-0.1588,0,47.989,0,32.1301
4599,627.9101,-1.8483,0,-0.1589,0,47.9895,0,32.13
4600,630.21,-1.6115,0,-0.1583,0,47.989,0,32.1298
4601,630.918,-1.3075,0,-0.1582,0,47.9886,0,32.1301
4602,636.2885,-1.0501,0,-0.1588,0,47.9883,0,32.1296
4603,648.6361,-0.5586,0,-0.1584,0,47.9886,0,32.1301
4604,657.5671,-0.3531,0,-0.1582,0,47.9891,0,32.1296
4605,667.3627,-0.0406,0,-0.1582,0,47.9896,0,32.1309
4606,676.0411,0.0499,0,-0.1583,0,47.9892,0,32.1302
4607,677.4659,0.0592,0,-0.1585,0,47.9888,0,32.1299
4608,677.358,0.0535,0,-0.1586,0,47.9887,0,32.1295
4609,674.5665,-0.1264,0,-0.1586,0,47.9884,0,32.1298
4610,664.0079,-0.2743,0,-0.1583,0,47.9892,0,32.1304
4611,652.994,-0.5818,0,-0.1584,0,47.9891,0,32.1304
4612,636.7603,-0.9536,0,-0.1586,0,47.9897,0,32.1302
4613,609.6359,-1.3926,0,-0.1587,0,47.9889,0,32.1303
4614,584.8193,-1.7329,0,-0.1584,0,47.99,0,32.1305
4615,566.5428,-1.9756,0,-0.159,0,47.9886,0,32.1295
4616,543.3342,-2.2082,0,-0.1588,0,47.989,0,32.1299
4617,522.5071,-2.3995,0,-0.1586,0,47.9886,0,32.1292
4618,503.5187,-2.7121,0,-0.1585,0,47.9889,0,32.1299
4619,477.5456,-2.9537,0,-0.1587,0,47.989,0,32.13
4620,457.5285,-3.047,0,-0.1587,0,47.9889,0,32.1305
4621,441.5452,-3.1447,0,-0.1585,0,47.9899,0,32.1301
4622,425.724,-3.1544,0,-0.1585,0,47.989,0,32.1298
4623,414.8879,-3.1092,0,-0.159,0,47.989,0,32.1301
4624,401.7092,-3.0995,0,-0.1585,0,47.9886,0,32.13
4625,391.1734,-3.0801,0,-0.1585,0,47.989,0,32.1297
4626,380.8951,-3.0891,0,-0.1584,0,47.9884,0,32.1292
4627,368.5538,-3.0854,-1,-0.1583,-1,47.9875,-1,32.1294
4628,360.6172,-3.0353,-1,-0.1586,-1,47.8354,-1,31.9735
4629,350.627,-3.0755,-1,-0.1586,-1,47.6753,-1,31.805
4630,340.1681,-3.066,-1,-0.1585,-1,47.5035,-1,31.6241
4631,332.4743,-2.9752,-1,-0.1585,-1,47.3211,-1,31.435
4632,325.1321,-2.8541,-1,-0.1589,-1,47.1423,-1,31.2517
4633,321.0455,-2.6592,-1,-0.1584,-1,46.9522,-1,31.0596
4634,316.4718,-2.6592,-1,-0.1587,-1,46.7814,-1,30.8815
4635,309.9741,-2.6245,-1,-0.1589,-1,46.5915,-1,30.6872
4636,303.5805,-2.4797,-1,-0.1587,-1,46.3721,-1,30.4734
4637,301.8447,-2.4162,-1,-0.1586,-1,46.2152,-1,30.2979
4638,292.7078,-2.5088,-1,-0.1586,-1,46.038,-1,30.1341
4639,283.5275,-2.5742,-1,-0.1585,-1,45.8685,-1,29.9404
4640,275.6077,-2.6211,-1,-0.1586,-1,45.7014,-1,29.7711
4641,268.6505,-2.636,-1,-0.1584,-1,45.5112,-1,29.5809
4642,260.688,-2.6108,-1,-0.1586,-1,45.324,-1,29.399
4643,254.4658,-2.6852,-1,-0.159,-1,45.1269,-1,29.2189
4644,245.8432,-2.6768,-1,-0.1586,-1,44.9373,-1,29.0256
4645,239.5062,-2.7156,-1,-0.1585,-1,44.7017,-1,28.8335
4646,232.9291,-2.7372,-1,-0.159,-1,44.4043,-1,28.6191
4647,228.4895,-2.6826,-1,-0.1586,-1,44.2605,-1,28.4495
4648,223.1798,-2.7021,-1,-0.1585,-1,44.0947,-1,28.2671
4649,216.9157,-2.7164,-1,-0.1586,-1,43.8957,-1,28.0942
4650,210.6709,-2.772,-1,-0.1591,-1,43.6829,-1,27.9055
4651,203.8528,-2.8109,-1,-0.1585,-1,43.5205,-1,27.7402
4652,198.0755,-2.8541,-1,-0.1586,-1,43.3539,-1,27.5554
4653,191.4781,-2.8555,-1,-0.1587,-1,42.997,-1,27.3338
4654,185.4216,-2.9058,-1,-0.1589,-1,43.0236,-1,27.1854
4655,181.0816,-2.8772,-1,-0.1586,-1,42.7785,-1,26.9939
4656,175.5186,-2.9213,-1,-0.1585,-1,42.6424,-1,26.8203
4657,171.3158,-2.9245,-1,-0.1587,-1,42.3728,-1,26.5943
4658,164.6439,-3.0258,-1,-0.1583,-1,42.249,-1,26.4337
4659,160.9919,-2.9745,-1,-0.1583,-1,42.0583,-1,26.2643
4660,156.7427,-2.9654,-1,-0.1584,-1,41.8996,-1,26.0764
4661,151.9268,-2.9849,-1,-0.1586,-1,41.7281,-1,25.9116
4662,147.5025,-3.049,-1,-0.1587,-1,41.5358,-1,25.7292
4663,142.2413,-3.0676,-1,-0.1586,-1,41.3384,-1,25.5471
4664,138.3608,-3.0855,-1,-0.1582,-1,41.1603,-1,25.3335
4665,132.8035,-3.1313,-1,-0.1588,-1,40.9985,-1,25.1747
4666,128.416,-3.1702,-1,-0.1584,-1,40.7176,-1,24.9816
4667,125.3429,-3.1433,-1,-0.1585,-1,40.1604,-1,24.7555
4668,120.8166,-3.2004,-1,-0.1588,-1,40.451,-1,24.595
4669,117.4321,-3.1903,-1,-0.1588,-1,40.2919,-1,24.4258
4670,114.5446,-3.181,-1,-0.1586,-1,40.1129,-1,24.2434
4671,111.1582,-3.1853,-1,-0.1586,-1,39.9651,-1,24.0779
4672,107.6331,-3.1416,-1,-0.1587,-1,39.786,-1,23.8837
4673,105.9117,-3.1147,-1,-0.1587,-1,39.6188,-1,23.7006
4674,102.0296,-3.2124,-1,-0.1585,-1,39.4191,-1,23.4861
4675,99.0826,-3.1298,-1,-0.1587,-1,39.2587,-1,23.3263
4676,96.1376,-3.1613,-1,-0.1587,-1,39.0879,-1,23.1307
4677,94.6046,-3.0347,-1,-0.1583,-1,38.8717,-1,22.9015
4678,92.917,-3.0155,-1,-0.1584,-1,38.7167,-1,22.7369
4679,90.7552,-3.0105,-1,-0.1583,-1,38.5489,-1,22.5638
4680,88.2278,-3.0013,-1,-0.1588,-1,38.3617,-1,22.376
4681,86.1958,-2.9724,-1,-0.1584,-1,38.2043,-1,22.2184
4682,83.4938,-2.9691,-1,-0.1586,-1,38.0149,-1,22.0269
4683,82.0542,-2.9062,-1,-0.1588,-1,37.7417,-1,21.8457
4684,80.227,-2.8783,-1,-0.1586,-1,37.5348,-1,21.6155
4685,78.8727,-2.7676,-1,-0.1584,-1,37.3386,-1,21.462
4686,77.256,-2.7907,-1,-0.1587,-1,37.1386,-1,21.2827
4687,75.8693,-2.7429,-1,-0.1585,-1,36.9868,-1,21.0922
4688,73.7354,-2.7589,-1,-0.1588,-1,35.8509,-1,20.9249
4689,72.2455,-2.7429,-1,-0.1585,-1,34.4601,-1,20.7422
4690,69.9519,-2.7957,-1,-0.1584,-1,36.4042,-1,20.5267
4691,67.9755,-2.8243,-1,-0.1586,-1,35.3055,-1,20.3699
4692,65.6029,-2.8389,-1,-0.1588,-1,36.1377,-1,20.1795
4693,63.5665,-2.9128,-1,-0.1584,-1,35.9377,-1,19.9993
4694,62.0007,-2.8701,-1,-0.1586,-1,35.7157,-1,19.7712
4695,60.4652,-2.8845,-1,-0.1588,-1,35.509,-1,19.6205
4696,58.9435,-2.8811,-1,-0.159,-1,35.3407,-1,19.4447
4697,57.8758,-2.7729,-1,-0.1583,-1,35.1474,-1,19.2208
4698,56.851,-2.7598,-1,-0.1585,-1,34.9693,-1,19.0615
4699,55.6934,-2.7656,-1,-0.1581,-1,34.8316,-1,18.9134
4700,54.6635,-2.7107,-1,-0.1585,-1,34.6504,-1,18.723
4701,53.4534,-2.6974,-1,-0.1585,-1,34.4369,-1,18.5461
4702,51.8044,-2.7009,-1,-0.1585,-1,34.2825,-1,18.3563
4703,50.8367,-2.7075,-1,-0.1586,-1,34.0159,-1,18.1371
4704,49.4601,-2.736,-1,-0.1582,-1,33.8962,-1,17.9901
4705,47.8239,-2.7493,-1,-0.1584,-1,33.7233,-1,17.8009
4706,46.5315,-2.7464,-1,-0.1585,-1,33.5516,-1,17.6187
4707,45.7539,-2.7662,-1,-0.1584,-1,33.3704,-1,17.434
4708,44.0878,-2.799,-1,-0.1585,-1,33.172,-1,17.2367
4709,42.9572,-2.8476,-1,-0.1585,-1,33.0433,-1,17.0891
4710,41.8475,-2.7826,-1,-0.1586,-1,32.8443,-1,16.88
4711,41.047,-2.6866,-1,-0.1589,-1,32.6931,-1,16.7221
4712,40.8494,-2.6215,-1,-0.1585,-1,32.5152,-1,16.5281
4713,40.3448,-2.5982,-1,-0.1585,-1,32.3315,-1,16.3444
4714,39.2726,-2.612,-1,-0.1586,-1,32.1636,-1,16.1535
4715,38.2028,-2.6307,-1,-0.1589,-1,31.9662,-1,15.9377
4716,37.3394,-2.5946,-1,-0.1588,-1,31.8102,-1,15.7712
4717,36.7485,-2.5924,-1,-0.1589,-1,31.6023,-1,15.5802
4718,35.991,-2.5347,-1,-0.1586,-1,31.4496,-1,15.3949
4719,35.8861,-2.4861,-1,-0.1586,-1,31.298,-1,15.2233
4720,34.6916,-2.5408,-1,-0.1587,-1,30.9772,-1,15.0309
4721,33.7149,-2.5024,-1,-0.1586,-1,30.9465,-1,14.849
4722,33.5507,-2.4756,-1,-0.1587,-1,30.7637,-1,14.6562
4723,32.474,-2.4807,-1,-0.1585,-1,30.576,-1,14.4695
4724,31.9451,-2.4931,-1,-0.1584,-1,30.3999,-1,14.272
4725,30.7489,-2.5254,-1,-0.1589,-1,30.1778,-1,14.0412
4726,30.315,-2.4998,-1,-0.1582,-1,29.9211,-1,13.8744
4727,29.9192,-2.4474,-1,-0.1587,-1,29.835,-1,13.7029
4728,29.2791,-2.4845,-1,-0.1588,-1,29.617,-1,13.5249
4729,28.6376,-2.4298,-1,-0.1589,-1,29.4671,-1,13.3574
4730,28.173,-2.419,-1,-0.1588,-1,29.1989,-1,13.1591
4731,27.8564,-2.3456,-1,-0.1589,-1,28.9724,-1,12.9312
4732,27.3238,-2.3411,-1,-0.1587,-1,28.8421,-1,12.7557
4733,26.8435,-2.3206,-1,-0.1589,-1,28.6761,-1,12.5966
4734,26.1653,-2.3472,-1,-0.1588,-1,28.5481,-1,12.4017
4735,25.8028,-2.31,-1,-0.1581,-1,28.3413,-1,12.196
4736,25.2281,-2.3366,-1,-0.1584,-1,28.1618,-1,12.0193
4737,24.6912,-2.3472,-1,-0.1586,-1,27.9847,-1,11.8487
4738,24.1391,-2.3188,-1,-0.1585,-1,27.7859,-1,11.6835
4739,23.9513,-2.2507,-1,-0.1585,-1,27.607,-1,11.5088
4740,23.6122,-2.2029,-1,-0.1586,-1,27.4333,-1,11.3254
4741,23.4068,-2.1674,-1,-0.159,-1,27.2697,-1,11.1499
4742,23.1135,-2.1629,-1,-0.1588,-1,26.9788,-1,10.9633
4743,22.3319,-2.2036,-1,-0.1585,-1,26.8869,-1,10.7861
4744,21.8478,-2.2122,-1,-0.1589,-1,26.628,-1,10.5967
4745,21.4728,-2.2168,-1,-0.1588,-1,26.3946,-1,10.3727
4746,20.9853,-2.2179,-1,-0.1587,-1,26.2534,-1,10.212
4747,20.6263,-2.2397,-1,-0.1587,-1,26.1429,-1,10.0422
4748,20.0903,-2.2408,-1,-0.1585,-1,25.9712,-1,9.8614
4749,19.912,-2.1727,-1,-0.1583,-1,25.834,-1,9.694
4750,19.7621,-2.0924,-1,-0.1582,-1,25.6637,-1,9.5068
4751,19.465,-2.1271,-1,-0.1587,-1,25.496,-1,9.325
4752,19.0479,-2.1122,-1,-0.1586,-1,25.318,-1,9.1356
4753,18.3312,-2.1933,-1,-0.1584,-1,25.1386,-1,8.9537
4754,18.0225,-2.1748,-1,-0.1592,-1,24.9666,-1,8.7576
4755,17.6078,-2.2028,-1,-0.1587,-1,24.7691,-1,8.5494
4756,17.2978,-2.1747,-1,-0.1588,-1,24.6169,-1,8.3845
4757,17.02,-2.1866,-1,-0.1585,-1,24.4369,-1,8.192
4758,16.65,-2.1656,-1,-0.1587,-1,24.256,-1,8.007
4759,16.4286,-2.1827,-1,-0.1585,-1,24.0666,-1,7.8342
4760,15.952,-2.1962,-1,-0.159,-1,23.9291,-1,7.6368
4761,15.6543,-2.2015,-1,-0.1588,-1,23.759,-1,7.451
4762,15.318,-2.1681,-1,-0.1586,-1,23.5758,-1,7.2559
4763,15.2218,-2.1447,-1,-0.1588,-1,23.3875,-1,7.0703
4764,15.0468,-2.0891,-1,-0.1584,-1,23.2114,-1,6.8728
4765,14.8507,-2.0583,-1,-0.1586,-1,23.0033,-1,6.6644
4766,14.8752,-1.9649,-1,-0.1588,-1,22.7543,-1,6.4996
4767,14.6603,-2.0048,-1,-0.1586,-1,22.6124,-1,6.3094
4768,14.4719,-1.915,-1,-0.1583,-1,21.6186,-1,6.0902
4769,14.4848,-1.8793,-1,-0.1588,-1,22.1989,-1,5.9583
4770,14.3108,-1.8262,-1,-0.1588,-1,22.0304,-1,5.769
4771,14.4762,-1.6408,-1,-0.1585,-1,20.5254,-1,5.5865
4772,14.8682,-1.5594,-1,-0.159,-1,21.5636,-1,5.3915
4773,14.6925,-1.5009,-1,-0.1585,-1,21.4297,-1,5.2082
4774,14.7265,-1.4727,-1,-0.158,-1,21.1497,-1,4.9884
4775,14.5552,-1.478,-1,-0.1585,-1,21.1012,-1,4.7874
4776,14.0007,-1.536,-1,-0.1585,-1,20.9506,-1,4.6372
4777,14.0153,-1.502,-1,-0.1589,-1,20.7558,-1,4.4513
4778,13.8569,-1.521,-1,-0.1585,-1,20.5847,-1,4.283
4779,13.5972,-1.5182,-1,-0.1584,-1,20.3937,-1,4.1
4780,13.5643,-1.4625,-1,-0.1587,-1,20.0933,-1,3.8983
4781,13.2875,-1.4664,-1,-0.1586,-1,19.9422,-1,3.7334
4782,13.3455,-1.4198,-1,-0.1586,-1,19.7182,-1,3.5439
4783,13.1696,-1.408,-1,-0.1584,-1,19.6461,-1,3.3601
4784,13.0934,-1.384,-1,-0.1588,-1,19.3296,-1,3.1276
4785,13.0585,-1.3419,-1,-0.1583,-1,19.1548,-1,2.973
4786,12.7982,-1.398,-1,-0.1588,-1,19.0735,-1,2.7921
4787,12.4402,-1.4192,-1,-0.1585,-1,18.8979,-1,2.6001
4788,12.5281,-1.3196,-1,-0.1583,-1,18.7248,-1,2.4314
4789,12.4467,-1.3048,-1,-0.1589,-1,18.5638,-1,2.2483
4790,12.4173,-1.2627,-1,-0.1587,-1,18.375,-1,2.0565
4791,12.4771,-1.1911,-1,-0.1587,-1,18.2134,-1,1.8752
4792,12.3009,-1.2242,-1,-0.1583,-1,18.0431,-1,1.6813
4793,12.1468,-1.1916,-1,-0.1584,-1,17.8618,-1,1.496
4794,12.1828,-1.1352,-1,-0.1587,-1,17.6932,-1,1.2991
4795,12.2046,-1.0685,-1,-0.1584,-1,17.5186,-1,1.1039
4796,12.2877,-1.0448,-1,-0.1588,-1,17.352,-1,0.9195
4797,12.0332,-1.1207,-1,-0.1587,-1,17.1617,-1,0.7042
4798,11.9003,-1.0829,-1,-0.1586,-1,17.023,-1,0.551
4799,11.7411,-1.111,-1,-0.1588,-1,16.854,-1,0.3668
4800,11.649,-1.0466,-1,-0.1584,-1,16.608,-1,0.1599
4801,11.6612,-1.0761,-1,-0.1589,-1,16.5027,-1,0.0192
4802,11.3401,-1.0834,-1,-0.1587,-1,16.2818,-1,-0.0061
4803,11.255,-1.0792,-1,-0.1584,-1,15.579,-1,-0.0061
4804,11.4671,-0.957,-1,-0.1584,-1,15.7265,-1,-0.006
4805,11.4209,-0.9542,-1,-0.1582,-1,15.6184,-1,-0.006
4806,11.3059,-0.98,-1,-0.1583,-1,15.5039,-1,-0.0058
4807,11.033,-1.063,-1,-0.1583,-1,15.3105,-1,-0.0063
4808,10.8195,-1.0517,-1,-0.1587,-1,15.1235,-1,-0.0061
4809,10.7155,-0.4505,-1,-0.1586,-1,14.1112,-1,-0.0063
4810,12.222,-0.4605,-1,-0.1589,-1,14.7801,-1,-0.0063
4811,12.0148,-0.5314,-1,-0.1587,-1,14.6005,-1,-0.0063
4812,11.647,-0.6634,-1,-0.1586,-1,14.3988,-1,-0.0058
4813,11.3371,-0.7166,-1,-0.1589,-1,14.1696,-1,-0.0059
4814,11.3229,-0.7159,-1,-0.1586,-1,13.8747,-1,-0.0062
4815,11.1412,-0.7327,-1,-0.1584,-1,13.6916,-1,-0.0061
4816,11.2281,-0.6447,-1,-0.1585,-1,13.1664,-1,-0.0061
4817,11.1923,-0.6636,-1,-0.1587,-1,13.3632,-1,-0.0061
4818,11.1249,-0.5921,-1,-0.1583,-1,13.2974,-1,-0.0063
4819,11.244,-0.6304,-1,-0.1584,-1,13.0865,-1,-0.0059
4820,10.7747,-0.7644,-1,-0.1584,-1,12.9544,-1,-0.0063
4821,10.6608,-0.7534,-1,-0.1585,-1,12.7309,-1,-0.0058
4822,10.5449,-0.7569,-1,-0.1587,-1,12.5172,-1,-0.0062
4823,10.476,-0.7524,-1,-0.1586,-1,12.3971,-1,-0.0064
4824,10.4931,-0.7373,-1,-0.1584,-1,12.1377,-1,-0.0065
4825,10.1618,-0.838,-1,-0.1584,-1,12.0173,-1,-0.006
4826,9.9809,-0.8691,-1,-0.1588,-1,11.8103,-1,-0.0064
4827,9.8991,-0.8946,-1,-0.1588,-1,11.5856,-1,-0.0062
4828,9.669,-0.93,-1,-0.1587,-1,11.3997,-1,-0.0062
4829,9.516,-0.9661,-1,-0.1582,-1,11.2674,-1,-0.0064
4830,9.3728,-0.9991,-1,-0.1584,-1,11.1138,-1,-0.006
4831,9.2666,-0.9619,-1,-0.1583,-1,10.9496,-1,-0.0062
4832,9.2255,-0.9425,-1,-0.1586,-1,10.7324,-1,-0.0062
4833,9.1894,-0.9776,-1,-0.1587,-1,10.6,-1,-0.0064
4834,8.9017,-1.0204,-1,-0.158,-1,10.418,-1,-0.0058
4835,8.7377,-1.0323,-1,-0.1585,-1,10.2407,-1,-0.0062
4836,8.6781,-1.0155,-1,-0.1582,-1,10.074,-1,-0.0058
4837,8.886,-0.9031,-1,-0.1586,-1,9.8767,-1,-0.0062
4838,8.8055,-0.907,-1,-0.1588,-1,9.7356,-1,-0.006
4839,8.6943,-0.9497,-1,-0.1586,-1,9.5462,-1,-0.0062
4840,8.4569,-0.9734,-1,-0.1584,-1,9.3888,-1,-0.0059
4841,8.4459,-0.957,-1,-0.1581,-1,9.2201,-1,-0.0061
4842,8.3251,-1.0092,-1,-0.1586,-1,9.0462,-1,-0.0061
4843,8.3439,-0.869,-1,-0.1588,-1,8.7765,-1,-0.0061
4844,8.5106,-0.7395,-1,-0.1592,-1,8.5738,-1,-0.0064
4845,8.717,-0.7435,-1,-0.1589,-1,8.5004,-1,-0.0065
4846,8.6122,-0.7054,-1,-0.1582,-1,8.2422,-1,-0.0063
4847,8.5778,-0.6851,-1,-0.1584,-1,8.1071,-1,-0.0065
4848,8.6,-0.6873,-1,-0.1591,-1,7.8593,-1,-0.0063
4849,8.4248,-0.7496,-1,-0.1584,-1,7.038,-1,-0.0062
4850,8.143,-0.87,-1,-0.1586,-1,7.4172,-1,-0.0059
4851,8.0562,-0.7846,-1,-0.1589,-1,7.353,-1,-0.006
4852,8.1745,-0.7521,-1,-0.1589,-1,7.0918,-1,-0.0062
4853,8.0982,-0.7666,-1,-0.1581,-1,7.0018,-1,-0.0063
4854,7.9376,-0.7931,-1,-0.1589,-1,6.719,-1,-0.0062
4855,7.9729,-0.7668,-1,-0.1586,-1,6.5711,-1,-0.0063
4856,7.8713,-0.776,-1,-0.1585,-1,6.3429,-1,-0.0058
4857,7.7484,-0.8039,-1,-0.1587,-1,6.2717,-1,-0.0065
4858,7.7167,-0.8228,-1,-0.1584,-1,6.0869,-1,-0.0061
4859,7.5602,-0.8473,-1,-0.1583,-1,5.8276,-1,-0.0061
4860,7.4965,-0.8466,-1,-0.1582,-1,5.5717,-1,-0.0068
4861,7.4804,-0.8032,-1,-0.1587,-1,5.4858,-1,-0.0063
4862,7.4039,-0.8327,-1,-0.1585,-1,5.1572,-1,-0.0064
4863,7.2972,-0.8396,-1,-0.1581,-1,4.8973,-1,-0.0066
4864,7.2978,-0.8098,-1,-0.1584,-1,4.8308,-1,-0.0061
4865,7.2989,-0.7472,-1,-0.1583,-1,4.6584,-1,-0.0062
4866,7.3179,-0.7265,-1,-0.1584,-1,4.3539,-1,-0.006
4867,7.2841,-0.7701,-1,-0.1587,-1,4.2865,-1,-0.0065
4868,7.1687,-0.7927,-1,-0.1584,-1,4.0953,-1,-0.0062
4869,7.1277,-0.7638,-1,-0.1587,-1,3.9364,-1,-0.0063
4870,6.9582,-0.8153,-1,-0.1583,-1,3.8022,-1,-0.0061
4871,7.0053,-0.7884,-1,-0.1584,-1,3.6272,-1,-0.0059
4872,6.955,-0.7613,-1,-0.1584,-1,3.4525,-1,-0.0059
4873,6.9373,-0.76,-1,-0.1586,-1,3.2786,-1,-0.0063
4874,7.0875,-0.5862,-1,-0.1587,-1,3.0904,-1,-0.0065
4875,7.1357,-0.6251,-1,-0.1587,-1,2.8921,-1,-0.006
4876,7.0632,-0.6051,-1,-0.1588,-1,2.738,-1,-0.0062
4877,6.9411,-0.6858,-1,-0.1586,-1,2.5552,-1,-0.0063
4878,6.8778,-0.6779,-1,-0.1587,-1,2.3943,-1,-0.0062
4879,6.8476,-0.6668,-1,-0.1586,-1,2.2142,-1,-0.0065
4880,6.7191,-0.7027,-1,-0.1583,-1,2.0348,-1,-0.0064
4881,6.7181,-0.6783,-1,-0.1587,-1,1.6624,-1,-0.0066
